element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl
Cr,1,5527.44,0.03,5527.4150,0.0006
Y,1,,,5527.9624,0.0004
Cr,1,5528.03,0.03,5528.0277,0.0006
Mo,1,5528.054,0.010,5528.055+,0.004
Y,1,5528.338,0.010,,
Tm,2,5528.36,0.10,,
Mo,1,5528.497,0.010,5528.497+,0.004
Y,1,5529.096,0.010,5529.0826,0.0013
Ti,1,5529.130,0.004,5529.1331,0.0012
V,1,5529.157,0.005,5529.1532,0.0012
U,2,5529.36,0.10,,
Th,2,5529.5394,0.0007,5529.53980,0.00012
Cr,1,5529.91,0.03,5529.9006,0.0003
Mg,1,5529.9403,0.0010,5529.9403,0.0010
Zr,1,5529.95,0.10,,
Fe,1,5530.435,0.005,5530.4329,0.0004
Fe,1,5530.6956,0.0024,5530.6966,0.0004
Cr,1,5531.09,0.04,5531.08,0.03
Cr,1,5531.09,0.04,5531.1052,0.0003
Th,2,5531.187,0.004,5531.1845,0.0003
Th,2,5531.317,0.003,5531.31517,0.00018
Cu,1,5531.56,0.14,5531.849,0.306
Ti,1,5531.971,0.004,5531.976,0.003
Th,2,5532.2340,0.0004,5532.23391,0.00009
Ru,1,5532.53,0.10,5532.54+,0.04
Fe,1,5533.521,0.005,5533.5171,0.0007
Th,2,5533.716,0.004,5533.71744,0.00021
Zr,1,5533.84,0.10,,
Y,1,,,5534.1029,0.0013
Fe,1,5534.2836,0.0009,5534.2830,0.0004
Fe,1,5534.405,0.006,5534.4025,0.0004
Mo,1,5534.568,0.010,5534.567+,0.004
Th,2,5534.6833,0.0004,5534.68342,0.00012
Na,2,5535.26,0.10,,
V,1,5535.362,0.004,5535.3607,0.0012
Cr,1,5536.17,0.03,5536.147,0.012
Fe,1,5536.2004,0.0025,5536.1964,0.0004
Sr,1,5536.331,0.002,5536.337,0.003
Pr,2,5536.71,0.10,5536.70+,0.04
Nd,2,5536.81,0.10,5536.734+,0.004
Nd,2,5536.81,0.10,5536.817+,0.004
Nd,2,5536.81,0.10,5536.859+,0.004
V,1,5536.881,0.004,5536.8815,0.0009
Fe,1,5536.9550,0.0009,5536.9554,0.0004
Ba,1,5537.018,0.010,5537.019+,0.004
La,2,5537.21,0.10,5537.19+,0.04
Cu,1,5537.32,0.06,5537.322,0.018
Ba,1,5537.407,0.010,5537.407+,0.004
Fe,1,5538.118,0.006,5538.1206,0.0004
Ni,1,,,5538.644,0.010
Th,2,5538.6686,0.0003,5538.66772,0.00005
Zr,1,5539.00,0.10,,
Th,2,5539.201,0.004,5539.2046,0.0003
Mn,1,5539.30,0.10,,
Ti,1,5539.395,0.004,5539.3910,0.0012
Cr,1,5539.74,0.03,5539.7785,0.0004
Th,2,5540.0320,0.0004,5540.03208,0.00009
Fe,1,5540.054,0.006,5540.0533,0.0007
Fe,1,5540.054,0.006,5540.0539,0.0004
Pr,2,5540.32,0.10,,
Tm,2,5540.57,0.10,,
Fe,1,5540.8181,0.0025,5540.8185,0.0004
Mo,1,5540.941,0.010,5540.941+,0.004
Ti,1,5541.333,0.004,5541.3279,0.0012
Th,2,5541.44922,0.00007,5541.44928,0.00006
Sr,1,5541.590,0.002,5541.589,0.003
Th,2,5541.641,0.004,5541.63977,0.00015
Ru,1,5542.20,0.10,5542.21+,0.04
Cr,1,5542.24,0.03,5542.237,0.009
Y,1,5543.1681,0.0010,5543.1693,0.0004
Th,2,5544.011,0.004,5544.0162,0.0003
V,1,5544.255,0.003,5544.2542,0.0009
Th,2,5544.2966,0.0009,5544.29955,0.00015
Pd,1,5544.3461,0.0010,5544.3461,0.0010
Fe,1,5544.569,0.005,5544.5693,0.0004
Mo,1,5544.653,0.010,5544.654+,0.004
Fe,1,5544.7287,0.0009,5544.7282,0.0010
Cr,1,5544.87,0.03,5544.846,0.018
Sr,1,5544.895,0.003,5544.892,0.003
Th,2,5544.913,0.003,5544.91266,0.00009
Th,2,5545.212,0.004,5545.2032,0.0004
Fe,1,5545.4750,0.0009,5545.4751,0.0004
Th,2,5545.945,0.004,5545.94522,0.00009
Mo,1,5546.022,0.010,5546.022+,0.004
Y,1,5546.0440,0.0010,5546.0450,0.0004
V,1,5546.43,0.02,5546.3981,0.0012
Pr,2,5546.55,0.10,5546.55+,0.04
Zr,1,5546.86,0.10,,
Th,2,5546.863,0.004,5546.8545,0.0003
Ag,1,5547.21,0.10,5546.88228,0.00015
V,1,5547.466,0.004,5547.4609,0.0015
Th,2,5547.6607,0.0003,5547.66073,0.00012
Th,2,5548.034,0.003,5548.03340,0.00018
Fe,1,5548.0459,0.0009,5548.0457,0.0004
Fe,1,5548.5326,0.0025,5548.5308,0.0004
Pd,1,5548.5608,0.0010,5548.5610,0.0010
V,1,5548.597,0.004,5548.5964,0.0012
Th,2,5549.365,0.004,5549.36091,0.00012
V,1,5549.683,0.002,5549.6828,0.0009
Pr,2,5549.87,0.10,5549.84+,0.04
Nd,2,5550.015,0.010,5549.989+,0.004
Th,2,5550.057,0.004,5550.05621,0.00018
Cr,1,5550.15,0.03,5550.1277,0.0005
Cr,1,5550.71,0.03,5550.6873,0.0005
Fe,1,5551.493,0.005,5551.4900,0.0004
Y,1,5552.5393,0.0010,5552.5405,0.0004
Th,2,5552.91375,0.00022,5552.91376,0.00006
Th,2,5553.057,0.004,5553.0583,0.0004
Mn,1,5553.52,0.10,,
Fe,1,5554.235,0.005,5554.2336,0.0010
Th,2,5554.889,0.004,5554.87633,0.00019
Pr,2,5554.96,0.10,5554.99+,0.04
Fe,1,5555.1197,0.0025,5555.1189,0.0004
Ni,1,,,5555.233,0.010
Cr,1,5555.86,0.05,5555.8221,0.0006
Cr,1,5555.86,0.05,5555.8508,0.0012
Cr,1,5555.86,0.05,5555.8793,0.0009
O,1,,,5556.375,0.010
Fe,1,5556.4374,0.0009,5556.4366,0.0004
Cu,1,5556.478,0.009,5556.478,0.006
O,1,,,5556.547,0.010
O,1,,,5556.596,0.010
Th,2,5556.655,0.004,5556.65949,0.00009
Cr,1,5557.13,0.03,5557.1120,0.0005
Sb,1,5557.5541,0.0010,5557.5538,0.0010
Th,2,5557.6917,0.0004,5557.69206,0.00006
Cr,1,5557.72,0.03,5557.7170,0.0005
Mo,1,5557.823,0.010,5557.822+,0.004
Sr,1,5557.927,0.005,5557.918,0.003
Y,1,5557.9600,0.0010,5557.9615,0.0004
Ru,1,5558.06,0.10,5558.07+,0.04
Mo,1,5558.262,0.010,5558.261+,0.004
Th,2,5558.8518,0.0004,5558.85229,0.00012
V,1,5558.993,0.002,5558.9938,0.0009
Fe,1,5559.445,0.006,5559.4398,0.0009
Fe,1,5559.445,0.006,5559.4469,0.0004
Sr,1,5559.451,0.005,5559.454,0.005
Fe,1,5559.5253,0.0025,5559.5257,0.0004
V,1,5560.297,0.004,5560.2954,0.0012
V,1,5560.297,0.004,5560.3053,0.0019
Th,2,5560.6865,0.0019,5560.68864,0.00006
Cr,1,5560.71,0.03,5560.761,0.015
Ag,1,5561.08,0.10,5561.07,0.62
Ru,1,5561.29,0.10,5561.30+,0.04
Th,2,5561.598,0.004,5561.60442,0.00019
Fe,1,5561.7553,0.0009,5561.7551,0.0004
Th,2,5561.883,0.004,5561.8876,0.0003
V,1,5562.087,0.005,5562.0916,0.0009
Th,2,5562.091,0.003,5562.09755,0.00015
Fe,1,5562.786,0.005,5562.7866,0.0004
Pr,2,5563.00,0.10,,
V,1,5563.20,0.02,5563.1904,0.0009
V,1,5563.551,0.003,5563.5454,0.0009
Fe,1,5564.2509,0.0009,5564.2500,0.0004
Ti,1,,,5564.2522,0.0012
Th,2,5564.9194,0.0019,5564.91779,0.00019
Fe,1,5565.1449,0.0009,5565.1446,0.0004
Cr,1,5565.21,0.03,5565.2135,0.0006
Fe,1,5565.2396,0.0025,5565.2381,0.0004
Mo,1,5565.587,0.010,5565.588+,0.004
Th,2,5565.74634,0.00025,5565.74656,0.00007
Th,2,5565.9142,0.0006,5565.91495,0.00012
Th,2,5566.5534,0.0007,5566.55353,0.00007
Th,2,5566.651,0.003,5566.65208,0.00012
Cr,1,5566.95,0.03,5566.9183,0.0019
Ti,1,5567.019,0.004,5567.0190,0.0019
Fe,1,,,5567.2303,0.0004
Fe,1,5567.2492,0.0009,5567.2493,0.0004
V,1,5567.48,0.02,5567.4575,0.0009
Cr,1,5568.10,0.03,5568.0888,0.0005
Th,2,5568.276,0.004,5568.27334,0.00019
Pr,2,5568.46,0.10,5568.47+,0.04
La,2,5568.49,0.10,5568.47+,0.04
Fe,1,5568.824,0.005,5568.8199,0.0004
Fe,1,5568.9367,0.0009,5568.9368,0.0004
Th,2,5568.939,0.003,5568.93789,0.00019
Y,1,5569.3044,0.0010,5569.3059,0.0004
Mn,1,5569.31,0.10,,
Th,2,5569.5595,0.0004,5569.55940,0.00007
Cs,1,5569.9541,0.0005,5569.95641,0.00006
Mo,1,5570.150,0.010,5570.150+,0.004
Ru,1,5570.58,0.10,5570.58+,0.04
Mo,1,5571.020,0.010,5571.017+,0.004
Fe,1,5571.1643,0.0009,5571.1644,0.0004
Na,1,5571.4,0.9,5570.38,0.19
Mo,1,5571.991,0.010,5571.990+,0.004
Pr,2,5573.38,0.10,5573.37+,0.04
Fe,1,5574.3895,0.0009,5574.3896,0.0004
Mn,1,5574.56,0.10,,
Y,1,5574.5801,0.0010,5574.5844,0.0004
Fe,1,5574.6496,0.0009,5574.6493,0.0004
Cs,1,5575.2217,0.0005,5575.22487,0.00006
Mn,1,5575.23,0.10,,
Th,2,5575.4186,0.0007,5575.41898,0.00009
Ho,2,5575.51,0.10,,
V,1,5575.558,0.003,5575.5585,0.0016
Cr,1,5575.935,0.012,5575.922,0.003
Pr,2,5576.16,0.10,5576.16+,0.04
Th,2,5576.424,0.004,5576.42207,0.00019
Mo,1,5576.726,0.010,5576.726+,0.004
Cr,1,5576.73,0.03,5576.6915,0.0009
Th,2,5576.812,0.004,5576.81150,0.00009
Fe,1,5577.6367,0.0009,5577.6374,0.0004
Cr,1,5578.03,0.03,5577.988,0.004
V,1,5578.06,0.02,5578.0503,0.0012
Th,2,5578.058,0.004,5578.0615,0.0005
O,1,5578.89,0.10,5578.887,0.010
Y,1,5578.9643,0.0010,5578.9640,0.0007
Th,2,5579.038,0.004,5579.03838,0.00019
Th,2,5579.454,0.004,5579.4479,0.0003
V,1,5579.95,0.02,5579.9215,0.0016
Ru,1,5579.961,0.010,,
Ti,1,5580.106,0.004,5580.1152,0.0016
Ni,1,5580.28,0.10,5580.267,0.010
Cr,1,5582.03,0.03,5582.095,0.004
Y,1,5582.6264,0.0010,5582.6263,0.0004
Th,2,5582.8323,0.0025,5582.83353,0.00025
U,2,5583.14,0.10,,
Cr,1,5583.15,0.03,5583.1393,0.0005
Y,1,5583.424,0.010,5583.4193,0.0007
Ca,1,5583.52,0.10,5583.515,0.010
Pr,2,5583.90,0.10,5583.89+,0.04
V,1,5584.172,0.003,5584.1698,0.0012
Th,2,5584.624,0.003,5584.6256,0.0003
Na,3,,,5585.16,0.09
Gd,2,5585.23,0.10,,
Th,2,5585.31252,0.00025,5585.31272,0.00012
Pr,2,5585.57,0.10,,
Th,2,5585.7172,0.0019,5585.71573,0.00012
V,1,5585.8551,,5585.8551,0.0009
V,1,5586.048,0.002,5586.0479,0.0005
V,1,5586.291,0.002,5586.2910,0.0012
Fe,1,5586.3150,0.0009,5586.3150,0.0004
Th,2,5586.672,0.004,5586.66904,0.00016
V,1,5587.540,0.002,5587.5408,0.0016
V,1,5587.633,0.004,5587.6329,0.0007
Th,2,5588.004,0.004,5588.00421,0.00016
Tm,2,5588.20,0.10,,
Th,2,5588.209,0.004,5588.20542,0.00022
Fe,1,5588.3067,0.0009,5588.3064,0.0004
Fe,1,5589.1250,0.0009,5589.1254,0.0004
Th,2,5589.2865,0.0005,5589.28678,0.00012
Th,2,5589.407,0.003,5589.40573,0.00022
Ni,1,5589.41,0.10,5589.409,0.010
Cr,1,5589.60,0.03,5589.5438,0.0005
Cr,1,5589.78,0.03,5589.8175,0.0012
Yb,2,5590.00,0.10,,
V,1,5590.04,0.02,5590.0086,0.0012
Th,2,5590.214,0.004,5590.21676,0.00022
Ca,1,5590.31,0.10,5590.301,0.010
Th,2,5590.4204,0.0004,5590.42086,0.00009
Ni,1,,,5590.910,0.010
Th,2,5591.223,0.003,5591.22012,0.00019
V,1,5591.2498,,5591.2498,0.0013
Tm,2,5591.49,0.10,,
Ca,1,5591.67,0.10,5591.666,0.010
Y,1,5592.5042,0.0010,5592.5049,0.0004
Th,2,5592.676,0.004,5592.67051,0.00019
Th,2,5592.822,0.004,5592.81342,0.00022
Mo,1,5593.13,0.10,5593.139+,0.004
Th,2,5593.678,0.004,5593.67169,0.00019
Fe,1,5593.787,0.005,5593.7847,0.0004
Ni,1,5593.83,0.10,5593.814,0.010
V,1,5593.968,0.002,5593.9675,0.0005
Cr,1,5593.99,0.03,5594.026,0.004
Th,2,5594.349,0.004,5594.35400,0.00013
V,1,5594.512,0.003,5594.5123,0.0009
Th,2,5594.8212,0.0005,5594.82187,0.00007
Ba,1,5594.861,0.010,5594.861+,0.004
Th,2,5595.033,0.004,5595.02828,0.00013
Ni,1,,,5595.289,0.010
Y,1,5595.6772,0.0010,5595.6775,0.0007
Nd,2,5595.978,0.010,5595.969+,0.004
Ca,1,5596.02,0.10,5596.015,0.010
Th,2,5596.136,0.004,5596.13254,0.00016
Fe,1,5596.2082,0.0009,5596.2083,0.0004
Ti,1,5596.661,0.004,5596.6580,0.0013
Th,2,5597.1633,0.0005,5597.16386,0.00013
Th,2,5597.706,0.004,5597.71214,0.00016
Pr,2,5598.84,0.10,,
V,1,5599.37,0.02,5599.3512,0.0009
Cr,1,5599.42,0.03,5599.3852,0.0004
Si,1,,,5599.494,0.010
Ti,1,5599.571,0.004,5599.5732,0.0009
Sr,1,5599.717,0.005,5599.713,0.005
Na,2,5599.85,0.10,,
Ca,1,5600.04,0.10,5600.035,0.010
Th,2,5600.855,0.004,5600.85592,0.00016
Ti,1,5601.593,0.004,5601.5957,0.0013
Fe,1,5601.654,0.006,5601.6519,0.0007
Fe,1,5601.7786,0.0009,5601.7789,0.0004
Th,2,5602.0219,0.0009,5602.02290,0.00022
Dy,2,5602.20,0.10,,
Cr,1,5602.23,0.03,5602.2070,0.0009
Ti,1,5602.340,0.004,5602.3410,0.0013
Sm,2,5602.41,0.10,,
Th,2,5602.691,0.004,5602.68651,0.00008
Ca,1,5602.85,0.10,5602.832,0.010
Pr,2,5602.86,0.10,5602.86+,0.04
V,1,5602.938,0.003,5602.9374,0.0007
Ti,1,5603.020,0.004,5603.0194,0.0013
Cr,1,5603.36,0.03,5603.3460,0.0005
Sb,1,5603.6209,0.0010,5603.6200,0.0010
Mo,1,5604.304,0.010,5604.306+,0.004
Fe,1,5604.3225,0.0009,5604.3228,0.0004
Ca,1,5604.41,0.10,5604.397,0.010
Fe,1,5604.5002,0.0009,5604.5003,0.0004
Ru,1,5604.70,0.10,5604.70+,0.04
Ru,1,5605.108,0.010,,
Fe,1,5605.302,0.003,5605.2976,0.0004
V,1,5605.753,0.003,5605.7513,0.0019
Th,2,5606.07155,0.00009,5606.07168,0.00008
V,1,5606.184,0.003,5606.1834,0.0007
Th,2,5606.222,0.004,5606.22639,0.00022
V,1,5606.491,0.003,5606.4915,0.0005
S,1,5606.80,0.10,5606.80,0.10
Th,2,5606.803,0.004,5606.79436,0.00013
V,1,5606.970,0.005,5606.9718,0.0016
V,1,5607.192,0.005,5607.1944,0.0009
Pr,2,5607.21,0.10,5607.20+,0.04
Y,1,5607.8910,0.0010,5607.8912,0.0014
Th,2,5608.095,0.004,5608.0932,0.0004
Ru,1,5608.29,0.10,5608.31+,0.04
Fe,1,5609.220,0.003,5609.2208,0.0004
Na,2,5609.30,0.10,,
Th,2,5609.657,0.004,5609.6539,0.0003
Mo,1,5610.172,0.010,5610.173+,0.004
S,1,5610.25,0.10,5610.28,0.10
Pr,2,5610.49,0.10,5610.49+,0.04
Fe,1,5610.529,0.005,5610.5313,0.0004
Cr,1,5610.73,0.03,5610.717,0.003
Mo,1,5610.786,0.010,5610.787+,0.004
Th,2,5610.857,0.004,5610.85323,0.00016
V,1,5611.76,0.02,5611.7198,0.0004
Pr,2,5611.78,0.10,5611.80+,0.04
Mo,1,5612.489,0.010,5612.488+,0.004
Th,2,5612.702,0.004,5612.7010,0.0003
Fe,1,5612.918,0.003,5612.9139,0.0004
Fe,1,5613.237,0.006,5613.2293,0.0010
Th,2,5613.333,0.004,5613.32908,0.00016
Zr,1,5613.67,0.10,,
Th,2,5614.1755,0.0003,5614.1768,0.0004
Mo,1,5614.629,0.010,5614.629+,0.004
Th,2,5615.746,0.004,5615.7463,0.0003
Fe,1,5615.830,0.003,5615.8340,0.0010
Th,2,5615.896,0.004,5615.89665,0.00022
S,1,5615.95,0.10,5615.92,0.10
Ni,1,5616.35,0.10,,
Th,2,5616.567,0.004,5616.5583,0.0003
Fe,1,5616.8550,0.0009,5616.8551,0.0004
Th,2,5617.194,0.004,5617.1878,0.0003
Fe,1,5617.2024,0.0009,5617.2025,0.0004
Th,2,5617.2876,0.0004,5617.28796,0.00016
V,1,5618.22,0.02,5618.1836,0.0007
Fe,1,5618.695,0.003,5618.6966,0.0004
Th,2,5618.776,0.003,5618.7752,0.0022
Ti,1,5619.906,0.004,5619.9057,0.0013
Mo,1,5620.006,0.010,5620.005+,0.004
Fe,1,5620.1921,0.0009,5620.1918,0.0004
Fe,1,5620.785,0.003,5620.7841,0.0004
Mo,1,5620.932,0.010,5620.932+,0.004
Th,2,5620.982,0.004,5620.98314,0.00022
Pd,1,5621.0231,0.0010,5621.0230,0.0010
V,1,5621.0703,,5621.0704,0.0009
Fe,1,5621.1550,0.0009,5621.1551,0.0004
Y,1,5621.522,0.010,5621.5257,0.0004
Fe,1,5621.587,0.003,5621.5867,0.0007
Pr,2,5621.62,0.10,5621.68+,0.04
Zr,1,5621.70,0.10,,
Fe,1,5621.980,0.003,5621.9786,0.0010
V,1,5622.010,0.004,5622.0064,0.0019
Fe,1,5622.0522,0.0009,5622.0529,0.0004
Nd,2,5622.10,0.10,5622.155+,0.004
Th,2,5622.478,0.004,5622.47684,0.00009
Na,1,5622.6,0.2,5622.24,0.16
Pr,2,5623.45,0.10,5623.46+,0.04
Ti,1,5623.576,0.004,5623.5785,0.0009
V,1,5623.638,0.003,5623.6378,0.0007
Si,1,5623.782,0.010,5623.780,0.010
Fe,1,5624.507,0.003,5624.5057,0.0004
Pr,2,5624.61,0.10,5624.60+,0.04
Zr,1,5625.09,0.10,,
Cr,1,5625.25,0.04,5625.2020,0.0005
Cr,1,5625.25,0.04,5625.283,0.003
Y,1,5625.4507,0.0010,5625.4508,0.0004
Fe,1,5625.5827,0.0009,5625.5825,0.0004
Th,2,5625.707,0.004,5625.7093,0.0003
V,1,5625.759,0.003,5625.7591,0.0016
Pr,2,5626.01,0.10,5626.00+,0.04
Th,2,5626.028,0.003,5626.03034,0.00016
Fe,1,5626.1031,0.0009,5626.1031,0.0004
V,1,5626.167,0.002,5626.1664,0.0005
Th,2,5626.228,0.003,5626.2273,0.0004
V,1,5626.434,0.002,5626.4355,0.0005
Ni,1,5626.89,0.10,5626.878,0.010
Th,2,5627.057,0.004,5627.05906,0.00019
Cr,1,5627.14,0.03,5627.1069,0.0006
V,1,5627.579,0.003,5627.5798,0.0006
Th,2,5627.6216,0.0006,5627.62185,0.00007
Th,2,5627.647,0.004,5627.6408,0.0022
Er,2,5628.09,0.10,,
Th,2,5628.2988,0.0007,5628.29935,0.00019
Fe,1,5628.648,0.005,5628.6425,0.0004
V,1,5629.192,0.002,5629.1920,0.0005
Fe,1,5629.278,0.003,5629.2766,0.0004
Ho,2,5629.80,0.10,,
Na,1,5630.1,0.5,5629.7,0.4
Th,2,5630.130,0.004,5630.1303,0.0003
Th,2,5630.186,0.004,5630.18518,0.00019
Cr,1,5630.2049,0.0006,5630.2049,0.0004
Th,2,5630.525,0.004,5630.5238,0.0003
Th,2,5630.737,0.004,5630.73579,0.00022
Cu,1,5630.8,0.3,5630.71,0.05
Th,2,5631.294,0.004,5631.29207,0.00016
Ru,1,5631.35,0.10,5631.35+,0.04
Th,2,5631.419,0.004,5631.42800,0.00019
Y,1,5631.701,0.010,5631.6929,0.0007
Th,2,5631.794,0.004,5631.78459,0.00010
Ti,1,5631.934,0.004,5631.9336,0.0010
Th,2,5631.974,0.004,5631.97300,0.00019
Th,2,5632.152,0.004,5632.15014,0.00022
Th,2,5632.674,0.004,5632.6727,0.0003
Sn,1,5633.2390,0.0010,5633.2370,0.0014
Sb,1,5633.4998,0.0010,5633.4984,0.0010
Th,2,5633.599,0.004,5633.59923,0.00022
Y,1,5633.8143,0.0010,5633.8142,0.0007
V,1,5634.019,0.004,5634.0171,0.0010
Mo,1,5634.026,0.010,5634.027+,0.004
Th,2,5634.4360,0.0004,5634.43596,0.00010
Y,1,5634.4702,0.0010,5634.4707,0.0004
Th,2,5635.2137,0.0022,5635.21320,0.00010
V,1,5635.464,0.004,5635.4646,0.0010
Fe,1,5635.5099,0.0010,5635.5097,0.0007
Y,1,5635.7619,0.0010,5635.7615,0.0004
Th,2,5635.785,0.004,5635.78478,0.00010
Mo,1,5636.420,0.010,5636.421+,0.004
Cs,1,5636.7764,0.0005,5636.77750,0.00006
Th,2,5636.973,0.004,5636.9726,0.0004
V,1,5637.069,0.003,5637.0691,0.0013
Fe,1,5637.3865,0.0010,5637.3863,0.0004
Ti,1,5637.392,0.004,5637.3940,0.0010
Ti,1,5637.557,0.004,5637.5617,0.0022
Fe,1,5637.775,0.003,5637.7740,0.0004
Ru,1,5637.80,0.10,5637.80+,0.04
Fe,1,5637.810,0.005,5637.8068,0.0004
Pr,2,5638.02,0.10,5638.03+,0.04
Cs,1,5638.23,0.02,5638.25602,0.00016
Fe,1,5638.2603,0.0010,5638.2601,0.0004
Fe,1,5638.6723,0.0010,5638.6721,0.0004
Ni,1,,,5638.684,0.010
Cr,1,5639.7418,0.0019,5639.7425,0.0003
Fe,1,5639.8268,0.0010,5639.8268,0.0004
Ni,1,,,5640.312,0.010
Pr,2,5640.36,0.10,,
Fe,1,5640.909,0.005,5640.9088,0.0007
Fe,1,,,5641.1162,0.0003
Th,2,5641.31164,0.00004,5641.31166,0.00004
Na,8,,,5640,50
Th,2,5641.646,0.004,5641.64093,0.00019
Fe,1,5641.876,0.003,5641.8721,0.0004
Pr,2,5641.94,0.10,,
Fe,1,5642.442,0.003,5642.4439,0.0004
Fe,1,5642.9994,0.0010,5642.9998,0.0004
V,1,5643.000,0.003,5642.9976,0.0010
Fe,1,5643.0567,0.0010,5643.0542,0.0004
Ru,1,5643.23,0.10,5643.22+,0.05
Cr,1,5643.304,0.004,5643.3006,0.0010
Y,1,5643.3394,0.0010,5643.3393,0.0005
Ni,1,,,5643.447,0.010
Cr,1,5643.925,0.002,5643.9249,0.0004
Ni,1,,,5644.171,0.010
Pd,1,5644.2700,0.0010,5644.2700,0.0010
Fe,1,5644.3171,0.0010,5644.3165,0.0004
Ni,1,,,5644.644,0.010
V,1,5644.93,0.04,5644.8750,0.0016
Th,2,5645.162,0.004,5645.1599,0.0004
Fe,1,5645.4923,0.0010,5645.4926,0.0007
Fe,1,5645.5920,0.0010,5645.5914,0.0004
Ti,1,5645.700,0.004,5645.7005,0.0019
Cr,1,5645.745,0.005,5645.7450,0.0003
Th,2,5645.798,0.004,5645.79673,0.00019
Fe,1,5645.924,0.003,5645.9242,0.0004
Y,1,5646.2538,0.0010,5646.2538,0.0007
Th,2,5646.651,0.004,5646.6492,0.0003
Pr,2,5646.98,0.10,,
Si,1,5647.178,0.010,5647.180,0.010
Fe,1,5647.4004,0.0010,5647.3995,0.0004
Th,2,5647.4169,0.0006,5647.41690,0.00016
Th,2,5647.4618,0.0003,5647.46192,0.00007
V,1,5647.675,0.003,5647.6745,0.0004
Th,2,5647.926,0.004,5647.92734,0.00019
Cu,1,5648.1,0.3,5648.017,0.045
Fe,1,5648.251,0.003,5648.2509,0.0004
Th,2,5648.675,0.004,5648.68718,0.00016
Fe,1,5649.333,0.005,5649.3390,0.0005
Th,2,5649.446,0.004,5649.44513,0.00022
Cr,1,5649.458,0.005,5649.4570,0.0019
Cr,1,5649.829,0.002,5649.8288,0.0006
Y,1,5650.0223,0.0010,5650.0227,0.0005
Ti,1,5650.130,0.004,5650.1338,0.0013
Th,2,5650.4239,0.0007,5650.42409,0.00013
Th,2,5650.786,0.004,5650.7847,0.0003
Cr,1,5650.954,0.002,5650.9536,0.0004
Ru,1,5651.13,0.10,5651.12+,0.05
Fe,1,5651.1983,0.0010,5651.1980,0.0005
Ni,1,5651.27,0.10,,
Fe,1,5651.5550,0.0010,5651.5547,0.0010
Mo,1,5651.695,0.010,5651.695+,0.005
Fe,1,5652.273,0.006,5652.2735,0.0010
Th,2,5653.014,0.004,5653.01276,0.00013
Fe,1,5653.0371,0.0010,5653.0368,0.0005
V,1,5653.07,0.02,5653.0634,0.0007
Fe,1,5653.093,0.003,5653.0931,0.0005
Yb,2,5653.55,0.10,,
V,1,5653.578,0.005,5653.5731,0.0016
V,1,5653.578,0.005,5653.5827,0.0019
V,1,5653.60,0.02,5653.6108,0.0019
Th,2,5653.733,0.004,5653.73293,0.00016
Fe,1,5653.8863,0.0010,5653.8861,0.0005
Th,2,5654.002,0.004,5654.0025,0.0006
Th,2,5654.233,0.004,5654.2310,0.0003
Th,2,5654.4709,0.0005,5654.47140,0.00013
Th,2,5654.778,0.004,5654.77811,0.00019
Ru,1,5654.87,0.10,5654.87+,0.05
Fe,1,5655.4355,0.0010,5655.4337,0.0005
Th,2,5655.484,0.004,5655.4766,0.0003
Th,2,5655.5926,0.0004,5655.59287,0.00008
Cr,1,5655.67,0.03,5655.6164,0.0005
Pr,2,5655.80,0.10,5655.82+,0.05
Pr,2,5655.80,0.10,5655.80+,0.05
Th,2,5656.0878,0.0004,5656.0875,0.0004
Th,2,5656.176,0.004,5656.17734,0.00019
Ti,1,5656.334,0.004,5656.3345,0.0026
Fe,1,5656.7456,0.0010,5656.7456,0.0007
Pd,1,5657.0060,0.0010,5657.0061,0.0010
Fe,1,5657.060,0.006,5657.0589,0.0010
Fe,1,5657.060,0.006,5657.0624,0.0005
Na,2,5657.20,0.10,,
Ti,1,5657.649,0.004,5657.6456,0.0022
V,1,5657.86,0.04,5657.887,0.003
Fe,1,,,5657.9714,0.0005
V,1,5658.451,0.003,5658.4513,0.0019
Th,2,5658.7504,0.0006,5658.75100,0.00005
Th,2,5658.865,0.004,5658.8628,0.0007
V,1,5659.011,0.003,5659.0104,0.0005
V,1,5659.970,0.005,5659.9742,0.0019
Fe,1,5660.1017,0.0010,5660.1017,0.0005
Er,2,5660.20,0.10,,
Cr,1,5660.2014,0.0016,5660.2024,0.0003
Fe,1,5660.2279,0.0010,5660.2276,0.0005
Fe,1,5660.3865,0.0010,5660.3865,0.0005
Ti,1,5660.666,0.004,5660.6672,0.0016
Cr,1,5661.09,0.03,5661.089,0.019
Fe,1,5661.1450,0.0010,5661.1450,0.0010
Pr,2,5661.41,0.10,5661.52+,0.05
Th,2,5661.5871,0.0008,5661.58653,0.00022
Fe,1,5662.3718,0.0010,5662.3718,0.0005
Fe,1,5662.592,0.003,5662.5911,0.0005
Fe,1,5662.9162,0.0010,5662.9156,0.0005
Fe,1,5663.541,0.003,5663.5417,0.0005
Ti,1,5663.719,0.004,5663.7229,0.0013
Pr,2,5663.76,0.10,5663.75+,0.05
Fe,1,5664.0872,0.0010,5664.0873,0.0005
Cr,1,5664.21,0.03,5664.1790,0.0004
Ti,1,5664.453,0.004,5664.4537,0.0016
Fe,1,5664.5092,0.0010,5664.5089,0.0005
