element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl
Cr,1,5193.4917,0.0005,5193.4920,0.0003
V,1,5193.591,0.002,5193.5915,0.0008
Th,2,5193.82561,0.00022,5193.82568,0.00005
Ti,1,5193.875,0.007,5193.8805,0.0013
Ti,1,5193.954,0.003,5193.9483,0.0013
Ti,1,5194.034,0.003,5194.0370,0.0011
Th,2,5194.144,0.003,5194.14075,0.00022
Th,2,5194.2465,0.0024,5194.23548,0.00016
Cr,1,5194.60,0.03,5194.5980,0.0013
V,1,5194.778,0.003,5194.7725,0.0014
V,1,5194.778,0.003,5194.7776,0.0008
V,1,5194.874,0.002,5194.8743,0.0011
Fe,1,5194.9414,0.0008,5194.9412,0.0004
Ru,1,5195.02,0.10,5195.02+,0.04
Pr,2,5195.11,0.10,5195.12+,0.04
Th,2,5195.2760,0.0024,5195.27455,0.00024
Pr,2,5195.31,0.10,5195.31+,0.04
V,1,5195.358,0.002,5195.3575,0.0011
Fe,1,5195.4719,0.0008,5195.4715,0.0004
Th,2,5196.0446,0.0006,5196.04325,0.00011
Fe,1,5196.0593,0.0008,5196.0585,0.0004
Cr,1,5196.4461,0.0003,5196.44629,0.00022
Th,2,5196.520,0.003,5196.53104,0.00006
Cr,1,5196.563,0.002,5196.5636,0.0003
Mn,1,5196.59,0.10,5196.593,0.010
Cs,1,5196.7343,0.0005,5196.73753,0.00014
Ni,1,,,5197.160,0.010
Mn,1,,,5197.217,0.010
Dy,2,5197.66,0.10,,
Th,2,5197.691,0.003,5197.6908,0.0004
Fe,1,5197.9369,0.0022,5197.9354,0.0004
Fe,1,5198.7108,0.0008,5198.7106,0.0004
Th,2,5198.8420,0.0003,5198.84165,0.00011
Ru,1,5199.87,0.10,5199.88+,0.04
Nd,2,5200.12,0.10,5200.121+,0.004
Mo,1,5200.153,0.010,5200.152+,0.004
Cr,1,5200.1728,0.0005,5200.1732,0.0003
V,1,5200.329,0.002,5200.329,0.003
Mo,1,5200.738,0.010,5200.739+,0.004
Cu,1,5200.87,0.06,5200.919,0.051
Ti,1,5201.081,0.003,5201.0815,0.0011
Zr,1,5201.15,0.10,,
Ru,1,5202.12,0.10,5202.12+,0.04
Fe,1,5202.2561,0.0008,5202.2553,0.0004
Fe,1,5202.3357,0.0008,5202.3355,0.0004
Ti,1,5203.117,0.003,5203.1120,0.0014
La,2,5204.15,0.10,5204.13+,0.04
U,2,5204.31,0.10,,
Cr,1,5204.4981,0.0090,5204.5110,0.0003
Tm,2,5204.51,0.10,,
Fe,1,5204.5823,0.0008,5204.5826,0.0004
Fe,1,5204.950,0.005,5204.9465,0.0006
Th,2,5204.9905,0.0006,5204.99071,0.00025
Y,1,5205.0105,0.0010,5205.0081,0.0004
Th,2,5205.7787,0.0003,5205.77882,0.00009
Cr,1,5206.0229,0.0090,5206.03733,0.00025
Ti,1,5206.085,0.003,5206.0885,0.0022
Cr,1,5206.1956,0.0005,5206.19563,0.00016
Th,2,5206.49562,0.00019,5206.49552,0.00009
Cr,1,5206.5405,0.0005,5206.5408,0.0003
Pr,2,5206.55,0.10,5206.56+,0.04
V,1,5206.585,0.002,5206.5858,0.0008
Th,2,5206.6625,0.0003,5206.66263,0.00009
V,1,5207.662,0.002,5207.6614,0.0011
Ti,1,5207.849,0.003,5207.8500,0.0011
Pr,2,5207.90,0.10,5207.90+,0.04
Fe,1,5207.9372,0.0022,5207.9381,0.0004
Cr,1,5208.1001,0.0014,5208.10105,0.00016
Th,2,5208.138,0.003,5208.1464,0.0004
Cr,1,5208.4094,0.0090,5208.42555,0.00022
Fe,1,5208.5936,0.0008,5208.5937,0.0004
Cr,1,5208.8379,0.0014,5208.8383,0.0003
Ag,1,5209.078,0.010,5209.0780,0.0005
Zr,1,5209.30,0.10,,
Fe,1,5209.8843,0.0022,5209.8852,0.0004
Ti,1,5210.384,0.003,5210.3843,0.0011
Mo,1,5210.434,0.010,5210.432+,0.004
Gd,2,5210.49,0.10,,
Th,2,5210.5748,0.0005,5210.57582,0.00011
Ti,1,5211.215,0.007,5211.2222,0.0014
Th,2,5211.5781,0.0008,5211.57684,0.00009
Mo,1,5211.857,0.010,5211.857+,0.004
Cr,1,5212.2193,0.0008,5212.2202,0.0003
V,1,5212.240,0.005,5212.2400,0.0014
Ti,1,5212.280,0.003,5212.2794,0.0014
Nd,2,5212.365,0.010,5212.361+,0.004
Cu,1,5212.780,0.021,5212.767,0.019
Er,2,5212.91,0.10,,
Sr,1,5212.978,0.003,5212.9787,0.0014
Ti,1,5212.993,0.003,5212.9920,0.0016
Ru,1,5213.440,0.010,,
V,1,5213.647,0.004,5213.6469,0.0008
Cr,1,5213.66,0.03,5213.6124,0.0008
Fe,1,5213.841,0.004,5213.8408,0.0006
Cr,1,5214.1312,0.0005,5214.13165,0.00022
Th,2,5214.1613,0.0004,5214.16159,0.00017
Fe,1,5214.608,0.004,5214.6067,0.0006
Cr,1,5214.6132,0.0014,5214.6141,0.0003
Cr,1,5214.88,0.06,5214.859,0.006
Er,2,5215.13,0.10,,
Fe,1,5215.1803,0.0008,5215.1801,0.0004
Cr,1,5215.2843,0.0016,5215.2856,0.0004
Cr,1,5216.1439,0.0019,5216.1464,0.0004
Fe,1,5216.2737,0.0008,5216.2737,0.0004
V,1,5216.568,0.002,5216.5677,0.0011
Cr,1,5216.59,0.06,5216.6121,0.0004
Th,2,5216.59671,0.00011,5216.59664,0.00006
Fe,1,5217.3890,0.0008,5217.3891,0.0004
Fe,1,5217.9189,0.0022,5217.9190,0.0004
Ti,1,5218.085,0.003,5218.0838,0.0022
Cu,1,5218.202,0.009,5218.202,0.004
Er,2,5218.26,0.10,,
Th,2,5218.52705,0.00025,5218.52704,0.00005
Pr,2,5219.05,0.10,5219.05+,0.04
Mo,1,5219.398,0.010,5219.398+,0.004
Ti,1,5219.629,0.003,5219.6337,0.0019
Ti,1,5219.699,0.003,5219.7015,0.0011
Th,2,5219.9647,0.0007,5219.96390,0.00014
Cu,1,5220.070,0.009,5220.070,0.004
Pr,2,5220.11,0.10,5220.11+,0.04
Ti,1,5220.259,0.003,5220.2587,0.0014
Ni,1,,,5220.291,0.010
Gd,2,5220.30,0.10,,
Fe,1,,,5220.5648,0.0006
Cr,1,5220.8912,0.0014,5220.8915,0.0004
Fe,1,5221.0378,0.0022,5221.0354,0.0006
Cr,1,5221.7524,0.0005,5221.7527,0.0003
Fe,1,5221.763,0.004,5221.7597,0.0004
Sr,1,5222.198,0.002,5222.1992,0.0018
Cr,1,5222.392,0.005,5222.3948,0.0004
Cr,1,5222.6662,0.0019,5222.66589,0.00019
Ti,1,5222.673,0.003,5222.6744,0.0011
Fe,1,5223.1851,0.0008,5223.1825,0.0006
Ru,1,5223.55,0.10,5223.55+,0.04
Ti,1,5223.621,0.003,5223.6230,0.0011
V,1,5223.64,0.02,5223.6164,0.0008
Cr,1,5223.877,0.003,5223.8780,0.0005
Cr,1,5224.0635,0.0014,5224.0630,0.0004
Th,2,5224.1226,0.0006,5224.12245,0.00011
Ti,1,5224.134,0.003,5224.1372,0.0011
Fe,1,5224.298,0.004,5224.2994,0.0004
Ti,1,5224.305,0.003,5224.3049,0.0011
Cr,1,5224.5328,0.0005,5224.5331,0.0003
Ti,1,5224.544,0.003,5224.5438,0.0011
Cr,1,5224.9247,0.0003,5224.9247,0.0003
Zr,1,5224.93,0.10,,
Ti,1,5224.933,0.003,5224.9340,0.0011
Cr,1,5225.0197,0.0005,5225.0198,0.0003
Nd,2,5225.045,0.010,5225.041+,0.004
Th,2,5225.074,0.004,5225.07616,0.00011
Sr,1,5225.108,0.002,5225.1079,0.0021
Fe,1,5225.5257,0.0008,5225.5261,0.0004
Th,2,5225.5830,0.0006,5225.58268,0.00017
V,1,5225.725,0.002,5225.7241,0.0008
Cr,1,5225.8121,0.0008,5225.81362,0.00019
Fe,1,5226.0658,0.0008,5226.0631,0.0009
La,2,5226.21,0.10,5226.20+,0.04
Fe,1,5226.8620,0.0008,5226.8612,0.0004
Cr,1,5226.8992,0.0005,5226.89951,0.00019
Cr,1,5227.066,0.002,5227.06755,0.00022
Fe,1,5227.1503,0.0008,5227.1496,0.0004
Fe,1,5227.1891,0.0008,5227.1889,0.0004
Ti,1,5227.19,0.02,5227.1734,0.0016
V,1,5227.561,0.006,5227.5547,0.0008
Th,2,5227.6454,0.0025,5227.64518,0.00025
Cr,1,5227.732,0.002,5227.73343,0.00019
Cr,1,5228.0856,0.0005,5228.0856,0.0003
Tm,2,5228.23,0.10,,
Fe,1,5228.3764,0.0008,5228.3754,0.0004
Nd,2,5228.427,0.010,5228.425+,0.004
Y,1,5228.5291,0.0010,5228.5293,0.0006
Sr,1,5229.270,0.002,5229.2697,0.0014
Er,2,5229.34,0.10,,
Fe,1,5229.8482,0.0008,5229.8447,0.0004
Fe,1,5229.8739,0.0008,5229.8655,0.0004
Cr,1,5230.2190,0.0014,5230.22060,0.00022
Ti,1,5230.972,0.003,5230.9675,0.0014
Mo,1,5231.059,0.010,5231.059+,0.004
Fe,1,5231.388,0.004,5231.3942,0.0004
Th,2,5231.715,0.004,5231.72015,0.00011
Th,2,5232.0139,0.0004,5232.01372,0.00009
Y,1,5232.1103,0.0010,5232.1105,0.0006
Mo,1,5232.360,0.010,5232.360+,0.004
Ce,2,5232.92,0.10,5232.918+,0.004
Fe,1,5232.9400,0.0008,5232.9398,0.0004
Th,2,5232.985,0.004,5232.9935,0.0003
Th,2,5233.22543,0.00016,5233.22545,0.00007
V,1,5233.692,0.002,5233.6918,0.0011
Ti,1,5233.808,0.003,5233.8101,0.0016
V,1,5233.811,0.003,5233.8055,0.0011
V,1,5234.0720,0.0018,5234.0727,0.0008
Nd,2,5234.195,0.010,5234.194+,0.004
Mo,1,5234.258,0.010,5234.257+,0.004
Pd,1,5234.8610,0.0010,5234.8612,0.0010
Fe,1,5235.3864,0.0008,5235.3870,0.0004
V,1,5235.395,0.005,5235.3982,0.0011
V,1,5235.395,0.005,5235.3996,0.0014
Fe,1,5236.2038,0.0022,5236.2017,0.0006
Th,2,5236.4276,0.0007,5236.42774,0.00009
Cr,1,5236.616,0.003,5236.6165,0.0004
Th,2,5236.7437,0.0008,5236.74382,0.00011
Cr,1,5237.06,0.03,5237.065,0.003
Cr,1,5237.36,0.03,5237.3643,0.0004
Ti,1,5237.537,0.003,5237.5415,0.0014
Th,2,5237.6280,0.0005,5237.62840,0.00019
Cu,1,5237.65,0.06,5237.70,0.06
Th,2,5237.9034,0.0004,5237.90326,0.00011
Mo,1,5238.205,0.010,5238.206+,0.004
Ti,1,5238.522,0.007,5238.5375,0.0011
Sr,1,5238.549,0.002,5238.5479,0.0018
Ti,1,5238.574,0.003,5238.5858,0.0016
Cr,1,5238.9608,0.0008,5238.96175,0.00019
Nd,2,5239.79,0.10,5239.795+,0.004
Ti,1,5239.937,0.003,5239.9359,0.0014
V,1,5240.161,0.002,5240.1600,0.0008
Th,2,5240.19671,0.00014,5240.19682,0.00006
Fe,1,5240.355,0.004,5240.3561,0.0004
Cr,1,5240.4723,0.0014,5240.4727,0.0003
Yb,2,5240.51,0.10,,
Y,1,5240.8000,0.0010,5240.8001,0.0011
V,1,5240.8636,0.0018,5240.8635,0.0011
Mo,1,5240.874,0.010,5240.876+,0.004
Cr,1,5240.921,0.002,5240.9219,0.0003
Cr,1,5241.458,0.002,5241.45962,0.00019
Th,2,5242.0893,0.0004,5242.08925,0.00022
Ru,1,5242.38,0.10,5242.37+,0.04
Fe,1,5242.4907,0.0008,5242.4905,0.0004
Mo,1,5242.802,0.010,5242.803+,0.004
Cr,1,5243.3539,0.0006,5243.3539,0.0004
Zr,1,5243.47,0.10,,
Ti,1,5243.702,0.003,5243.7005,0.0014
Fe,1,5243.7766,0.0008,5243.7758,0.0004
Th,2,5244.1089,0.0008,5244.10742,0.00014
V,1,5244.216,0.006,5244.2176,0.0014
Mo,1,5245.505,0.010,5245.505+,0.004
Ti,1,5246.127,0.003,5246.1286,0.0022
Ti,1,5246.350,0.003,5246.3532,0.0019
Ti,1,5246.486,0.007,5246.4964,0.0017
Ti,1,5246.546,0.003,5246.5504,0.0011
Ti,1,5246.643,0.003,5246.6426,0.0019
Th,2,5246.8712,0.0019,5246.87179,0.00019
Dy,2,5246.94,0.10,,
V,1,5246.942,0.006,5246.9425,0.0008
Fe,1,5247.0501,0.0008,5247.0499,0.0004
Ti,1,5247.288,0.003,5247.2895,0.0011
Cr,1,5247.5646,0.0003,5247.56509,0.00022
Th,2,5247.65461,0.00007,5247.65463,0.00005
U,2,5247.75,0.10,,
Cr,1,5247.92,0.03,5247.9635,0.0017
Ti,1,5248.386,0.003,5248.3837,0.0011
V,1,5248.59,0.02,5248.5545,0.0011
Th,2,5248.668,0.003,5248.6607,0.0019
Th,2,5248.855,0.004,5248.85455,0.00017
Fe,1,5249.1051,0.0022,5249.1049,0.0004
Nd,2,5249.585,0.010,5249.576+,0.004
Th,2,5249.657,0.004,5249.66704,0.00011
Th,2,5249.853,0.004,5249.8579,0.0003
Fe,1,5250.2086,0.0008,5250.2089,0.0004
Cu,1,5250.52,0.06,5250.504,0.022
Fe,1,5250.6456,0.0008,5250.6454,0.0004
Nd,2,5250.816,0.010,5250.812+,0.004
Ti,1,5250.924,0.003,5250.9204,0.0014
Ti,1,5251.478,0.003,5251.4778,0.0014
Ru,1,5251.67,0.10,5251.68+,0.04
Pr,2,5251.738,0.010,5251.70+,0.04
Th,2,5251.930,0.004,5251.92025,0.00017
Fe,1,5251.9655,0.0008,5251.9664,0.0006
Ti,1,5252.099,0.003,5252.0997,0.0011
Gd,2,5252.14,0.10,,
Th,2,5252.280,0.004,5252.2784,0.0003
Ti,1,5252.378,0.003,5252.3765,0.0017
Th,2,5252.7554,0.0008,5252.75569,0.00014
Th,2,5253.249,0.004,5253.25399,0.00017
Th,2,5253.443,0.004,5253.45219,0.00011
Fe,1,5253.4614,0.0008,5253.4617,0.0004
Ti,1,5253.665,0.003,5253.6674,0.0019
Ba,1,5253.804,0.010,5253.804+,0.004
Th,2,5253.939,0.004,5253.93550,0.00025
Ti,1,5254.030,0.003,5254.0327,0.0014
In,1,5254.32,0.10,5254.34,0.10
Ti,1,5254.495,0.003,5254.4975,0.0017
Cr,1,5254.9038,0.0006,5254.9038,0.0004
Fe,1,5254.9551,0.0008,5254.9552,0.0004
Cr,1,5255.117,0.004,5255.1150,0.0004
Mn,1,5255.32,0.10,5255.326,0.010
Th,2,5255.474,0.003,5255.4818,0.0004
Nd,2,5255.510,0.010,5255.506+,0.004
Fe,1,5255.6651,0.0022,5255.6627,0.0004
Fe,1,5255.7353,0.0022,5255.7351,0.0004
Ti,1,5255.806,0.003,5255.8058,0.0011
Er,2,5255.93,0.10,,
Th,2,5255.9741,0.0008,5255.97409,0.00017
V,1,5256.191,0.010,5256.1910,0.0008
Na,1,5256.4,0.2,5256.69,0.14
Er,2,5256.47,0.10,,
Cs,1,5256.5633,0.0005,5256.56738,0.00014
Ti,1,5256.696,0.003,5256.6926,0.0017
Sr,1,5256.899,0.002,5256.8986,0.0016
Er,2,5257.02,0.10,,
U,2,5257.04,0.10,,
Ru,1,5257.07,0.10,5257.08+,0.04
Cr,1,5257.0738,0.0019,5257.0736,0.0003
Yb,2,5257.49,0.10,,
Ti,1,5257.580,0.003,5257.5795,0.0017
Fe,1,5257.6549,0.0022,5257.6544,0.0004
V,1,5258.142,0.004,5258.1420,0.0014
Th,2,5258.471,0.004,5258.4734,0.0004
Y,1,5258.474,0.010,5258.4708,0.0004
Mo,1,5259.032,0.010,5259.032+,0.004
La,2,5259.39,0.10,5259.38+,0.04
Pr,2,5259.73,0.10,5259.73+,0.04
Ti,1,5259.973,0.003,5259.9729,0.0017
Mo,1,5260.141,0.010,5260.143+,0.004
V,1,5260.338,0.004,5260.3360,0.0011
Ca,1,,,5260.387,0.010
Mn,1,,,5260.771,0.010
Th,2,5260.862,0.003,5260.86582,0.00017
Tm,2,5260.93,0.10,,
V,1,5260.940,0.004,5260.9367,0.0008
Mo,1,5261.132,0.010,5261.132+,0.004
Mo,1,5261.532,0.010,5261.530+,0.004
Ca,1,5261.71,0.10,5261.704,0.010
Cr,1,5261.7505,0.0006,5261.7509,0.0003
Ca,1,5262.24,0.10,5262.241,0.010
In,1,5262.74,0.10,5262.76,0.10
Ni,1,,,5262.827,0.010
Fe,1,5262.8806,0.0022,5262.8812,0.0004
Th,2,5263.128,0.003,5263.11519,0.00025
Fe,1,5263.3059,0.0008,5263.3060,0.0004
Ti,1,5263.483,0.003,5263.4833,0.0011
Cr,1,5263.76,0.03,5263.728,0.006
Fe,1,5263.8646,0.0008,5263.8644,0.0004
Pr,2,5263.88,0.10,5263.87+,0.04
Cr,1,5264.1530,0.0003,5264.15341,0.00017
Ca,1,5264.24,0.10,5264.237,0.010
V,1,5264.322,0.006,5264.3204,0.0008
Er,2,5264.77,0.10,,
Th,2,5264.9558,0.0006,5264.95621,0.00014
Cr,1,5265.1480,0.0006,5265.1478,0.0004
Fe,1,5265.2436,0.0022,5265.2414,0.0006
Ca,1,5265.56,0.10,5265.556,0.010
Ce,2,5265.71,0.10,5265.677+,0.004
Ni,1,,,5265.712,0.010
Cr,1,5265.7143,0.0003,5265.71497,0.00014
Ti,1,5265.963,0.003,5265.9639,0.0014
V,1,5266.12,0.02,5266.1012,0.0014
Ru,1,5266.47,0.10,5266.46+,0.04
Ti,1,,,5266.4902,0.0011
Fe,1,5266.5550,0.0008,5266.5543,0.0004
Ru,1,5266.83,0.10,5266.83+,0.04
Th,2,5267.030,0.004,5267.04112,0.00022
Ti,1,5267.109,0.003,5267.1123,0.0014
Fe,1,5267.270,0.004,5267.2688,0.0006
Tm,2,5267.34,0.10,,
Th,2,5267.365,0.004,5267.36397,0.00022
V,1,5267.611,0.004,5267.6135,0.0008
Ti,1,5268.332,0.003,5268.3347,0.0022
Th,2,5268.737,0.004,5268.7324,0.0003
Th,2,5268.931,0.003,5268.93270,0.00022
Mo,1,5268.932,0.010,5268.933+,0.004
Mo,1,5268.932,0.010,5268.933+,0.004
Cr,1,5268.948,0.002,5268.9502,0.0005
Fe,1,5269.060,0.004,5269.0691,0.0009
Th,2,5269.3855,0.0008,5269.3857,0.0005
Th,2,5269.3855,0.0008,5269.38638,0.00014
Nd,2,5269.48,0.10,5269.472+,0.004
Fe,1,5269.5370,0.0008,5269.5366,0.0004
Th,2,5269.6446,0.0025,5269.64456,0.00014
Ti,1,5269.879,0.003,5269.8771,0.0011
Th,2,5270.124,0.004,5270.1178,0.0004
Ca,1,5270.27,0.10,5270.270,0.010
Fe,1,5270.3560,0.0008,5270.3561,0.0004
V,1,5270.393,0.007,5270.3942,0.0014
Th,2,5270.736,0.003,5270.7354,0.0004
V,1,5271.027,0.004,5271.0261,0.0017
Ti,1,5271.609,0.003,5271.6106,0.0011
Th,2,5271.620,0.003,5271.6130,0.0003
Mo,1,5271.783,0.010,5271.783+,0.004
Y,1,,,5271.8155,0.0011
Cr,1,5271.9995,0.0006,5272.0003,0.0003
Dy,2,5272.25,0.10,,
Th,2,5272.6439,0.0004,5272.64374,0.00014
V,1,5272.658,0.006,5272.6577,0.0008
Fe,1,5273.1632,0.0008,5273.1633,0.0004
Fe,1,5273.3732,0.0008,5273.3727,0.0006
Cr,1,5273.4250,0.0006,5273.4250,0.0004
Nd,2,5273.431,0.010,5273.427+,0.004
V,1,5273.627,0.004,5273.6284,0.0011
Ce,2,5274.23,0.10,5274.229+,0.004
Th,2,5274.297,0.003,5274.3103,0.0004
O,1,,,5274.967,0.010
O,1,,,5274.967,0.010
Fe,1,5274.981,0.004,5274.9807,0.0004
O,1,,,5275.123,0.010
O,1,,,5275.123,0.010
O,1,,,5275.123,0.010
O,1,,,5275.166,0.010
Cr,1,5275.1736,0.0003,5275.17400,0.00022
Cr,1,5275.2747,0.0003,5275.27490,0.00022
Dy,2,5275.29,0.10,,
Th,2,5275.447,0.004,5275.44399,0.00014
V,1,5275.663,0.009,5275.6580,0.0008
Cr,1,5275.7463,0.0003,5275.74647,0.00022
Th,2,5275.775,0.004,5275.76934,0.00017
Cr,1,5276.0670,0.0003,5276.0670,0.0003
Mo,1,5276.262,0.010,5276.263+,0.004
Th,2,5276.275,0.003,5276.2850,0.0004
Th,2,5276.4090,0.0004,5276.40893,0.00011
Nd,2,5276.879,0.010,5276.869+,0.004
Th,2,5277.2137,0.0008,5277.21410,0.00014
Zr,1,5277.41,0.10,,
Th,2,5277.50021,0.00017,5277.50027,0.00006
S,1,5278.10,0.10,5278.128,0.010
Th,2,5278.228,0.004,5278.22643,0.00022
Cr,1,5278.235,0.012,5278.2469,0.0011
Th,2,5278.377,0.003,5278.37828,0.00011
Fe,1,5278.580,0.006,5278.5743,0.0004
S,1,5278.70,0.10,5278.700,0.010
Ti,1,5278.768,0.003,5278.7744,0.0014
S,1,5278.99,0.10,5278.993,0.010
La,2,5279.13,0.10,5279.13+,0.04
Er,2,5279.34,0.10,,
Yb,2,5279.53,0.10,,
Mo,1,5279.640,0.010,5279.641+,0.004
Dy,2,5279.70,0.10,,
Zr,1,5280.05,0.10,,
Th,2,5280.0856,0.0017,5280.08497,0.00014
Th,2,5280.2785,0.0007,5280.27847,0.00022
Cr,1,5280.2814,0.0006,5280.2817,0.0003
Fe,1,5280.3616,0.0008,5280.3609,0.0004
V,1,5280.419,0.003,5280.4225,0.0011
Ru,1,5280.82,0.10,5280.82+,0.04
Mo,1,5280.855,0.010,5280.855+,0.004
Fe,1,5281.630,0.006,5281.6299,0.0009
Fe,1,5281.7900,0.0008,5281.7895,0.0004
V,1,5281.886,0.008,5281.8833,0.0008
Ti,1,5282.374,0.003,5282.3764,0.0011
V,1,5282.480,0.007,5282.4875,0.0008
Ti,1,5283.437,0.003,5283.4381,0.0011
Cu,1,5283.530,0.017,5283.543,0.017
Fe,1,5283.6207,0.0008,5283.6207,0.0004
Mo,1,5283.826,0.010,5283.825+,0.004
Ru,1,5284.08,0.10,5284.09+,0.04
Th,2,5284.295,0.003,5284.30513,0.00023
Ti,1,5284.374,0.003,5284.3768,0.0017
Fe,1,5284.4245,0.0008,5284.4245,0.0004
Th,2,5284.5421,0.0005,5284.54212,0.00009
Fe,1,5284.6083,0.0022,5284.6084,0.0004
Th,2,5284.758,0.004,5284.75587,0.00011
Dy,2,5284.99,0.10,,
Fe,1,5285.1282,0.0022,5285.1269,0.0004
Cr,1,5285.37,0.03,5285.3845,0.0020
Cr,1,5285.6360,0.0014,5285.6365,0.0004
Cr,1,5287.1780,0.0014,5287.1780,0.0003
Cr,1,5287.63,0.06,5287.618,0.014
V,1,5287.64,0.02,5287.6304,0.0008
Th,2,5287.963,0.004,5287.96163,0.00017
Cr,1,5288.11,0.03,5288.0931,0.0006
Fe,1,5288.5243,0.0008,5288.5264,0.0004
Ti,1,5288.794,0.003,5288.7944,0.0017
Ti,1,5289.267,0.003,5289.2690,0.0011
Cr,1,5289.271,0.003,5289.2725,0.0004
Th,2,5289.503,0.004,5289.50409,0.00012
Th,2,5289.8974,0.0003,5289.89753,0.00009
V,1,5290.29,0.04,5290.2892,0.0008
Ti,1,5290.471,0.003,5290.4746,0.0011
Th,2,5290.650,0.003,5290.66143,0.00023
Fe,1,,,5290.7442,0.0004
La,2,5290.84,0.10,5290.82+,0.04
Th,2,5291.133,0.004,5291.13464,0.00014
Ru,1,5291.16,0.10,5291.17+,0.04
V,1,5291.705,0.007,5291.7039,0.0008
Th,2,5291.8997,0.0008,5291.89819,0.00014
Pr,2,5292.02,0.10,5292.02+,0.04
Mo,1,5292.073,0.010,5292.073+,0.004
Cu,1,5292.517,0.009,5292.524,0.011
Pr,2,5292.62,0.10,5292.62+,0.04
V,1,5292.762,0.006,5292.7688,0.0007
Cr,1,5292.857,0.002,5292.8581,0.0003
Mn,1,,,5292.872,0.010
Th,2,5292.919,0.004,5292.92674,0.00017
Fe,1,5293.029,0.004,5293.0319,0.0004
Nd,2,5293.168,0.010,5293.163+,0.004
Cr,1,5293.3761,0.0014,5293.3760,0.0003
Mo,1,5293.447,0.010,5293.447+,0.004
Fe,1,5293.9585,0.0022,5293.9583,0.0006
V,1,5294.04,0.04,5293.9799,0.0011
Fe,1,5294.5478,0.0022,5294.5471,0.0004
Zr,1,5294.82,0.10,,
Th,2,5294.826,0.004,5294.83080,0.00023
Fe,1,5295.3118,0.0022,5295.3124,0.0004
Mo,1,5295.455,0.010,5295.457+,0.004
Th,2,5295.6159,0.0005,5295.61665,0.00005
Pd,1,5295.6266,0.0010,5295.6266,0.0010
S,1,,,5295.7+,0.3
Ti,1,5295.775,0.003,5295.7758,0.0011
Th,2,5296.676,0.004,5296.67795,0.00014
Cr,1,5296.6905,0.0003,5296.69109,0.00017
Zr,1,5296.79,0.10,,
Ti,1,5297.233,0.003,5297.2294,0.0011
Cr,1,5297.3762,0.0003,5297.37623,0.00020
Dy,2,5297.82,0.10,,
Cr,1,5298.0143,0.0003,5298.01460,0.00020
Pr,2,5298.09,0.10,5298.10+,0.04
Cr,1,5298.2715,0.0003,5298.27202,0.00014
Ti,1,5298.418,0.003,5298.4186,0.0017
Cr,1,5298.4900,0.0003,5298.49024,0.00020
Fe,1,5298.7755,0.0008,5298.7756,0.0004
O,1,,,5298.887,0.010
Fe,1,5298.949,0.006,5298.9452,0.0009
O,1,,,5299.044,0.010
O,1,,,5299.088,0.010
Ti,1,5300.010,0.003,5300.0105,0.0011
V,1,5300.5944,,5300.5944,0.0014
Th,2,5300.6593,0.0020,5300.6613,0.0003
Cr,1,5300.7451,0.0003,5300.74563,0.00014
Yb,2,5300.94,0.10,,
Th,2,5300.969,0.004,5300.97063,0.00017
V,1,5301.082,0.004,5301.0711,0.0011
Cs,1,5301.40,0.02,5301.44916,0.00006
Th,2,5301.4043,0.0003,5301.40441,0.00014
Th,2,5301.649,0.004,5301.65076,0.00017
Zr,1,5301.97,0.10,,
La,2,5301.98,0.10,5301.97+,0.04
V,1,5302.147,0.010,5302.1412,0.0011
V,1,5302.147,0.010,5302.1502,0.0011
Nd,2,5302.279,0.010,5302.276+,0.004
Fe,1,5302.299,0.010,5302.3001,0.0004
Er,2,5302.30,0.10,,
La,2,5302.62,0.10,5302.58+,0.04
Th,2,5303.0489,0.0003,5303.04870,0.00009
La,2,5303.55,0.10,5303.53+,0.04
Cs,1,5303.7766,0.0005,5303.78353,0.00006
Fe,1,,,5303.9944,0.0004
Fe,1,,,5304.0693,0.0004
Cu,1,5304.17,0.06,5304.144,0.039
Cu,1,5304.17,0.06,5304.234,0.051
Cr,1,5304.1796,0.0008,5304.1800,0.0004
Th,2,5304.6227,0.0005,5304.62286,0.00009
Th,2,5304.675,0.004,5304.68034,0.00017
Fe,1,5304.761,0.006,5304.7608,0.0009
Ru,1,5304.86,0.10,5304.86+,0.04
Fe,1,5305.4223,0.0008,5305.4162,0.0004
Th,2,5305.495,0.004,5305.48768,0.00020
Th,2,5305.5771,0.0003,5305.57722,0.00009
Ba,1,5305.701,0.010,5305.701+,0.004
Tm,2,5305.87,0.10,,
Th,2,5306.033,0.004,5306.02429,0.00017
Mo,1,5306.245,0.010,5306.247+,0.004
Nd,2,5306.472,0.010,5306.460+,0.004
Cr,1,5307.275,0.002,5307.2758,0.0004
Fe,1,5307.3607,0.0008,5307.3605,0.0004
Th,2,5307.46550,0.00017,5307.46550,0.00017
Th,2,5307.710,0.004,5307.7092,0.0017
Th,2,5308.1529,0.0008,5308.15272,0.00023
Th,2,5308.4319,0.0005,5308.43186,0.00012
Zn,1,5308.64,0.04,5308.66,0.04
Cr,1,5308.70,0.03,5308.6876,0.0011
Dy,2,5309.02,0.10,,
Ru,1,5309.27,0.10,5309.27+,0.04
Cr,1,5309.469,0.004,5309.4660,0.0008
